"cell","lon","lat"
452,-94.4209074806614,52.4760271176201
479,-95.6810108074115,49.9751478142273
480,-91.6792567259505,50.792539106732
481,-87.5203091514508,51.4938874414535
484,-74.290396548319,52.1097053454471
485,-69.9796908455765,51.4938874422685
486,-65.8207432708014,50.7925391077615
487,-61.8189891890389,49.9751478154166
506,-96.8207993806196,47.4513517988584
507,-93.0488899839306,48.3185222794017
508,-89.1336983912323,49.0717115252331
509,-85.0805221420807,49.7299451365089
510,-80.8932444704889,50.3394945902384
511,-76.6067555267734,50.3394945906239
512,-72.4194778549693,49.7299451372615
513,-68.3663016055686,49.0717115262395
514,-64.4511100125928,48.3185222805963
534,-94.2918383779928,45.8181578968882
535,-90.5920142702139,46.6202372401658
536,-86.7658837943541,47.3238018444925
537,-82.8176553580113,47.9578000244938
538,-78.7499999980182,48.5865921308426
539,-74.6823446390516,47.9578000251635
540,-70.7341162024827,47.3238018454605
541,-66.9079857263678,46.6202372413531
561,-95.370794376231,43.2483947080495
562,-91.9199480740028,44.1402918686352
563,-88.2953307659256,44.8891978391312
564,-84.5586595325796,45.5580435896312
565,-80.7130536184924,46.1870092076203
566,-76.7869463785759,46.1870092081857
567,-72.9413404642818,45.5580435905451
568,-69.2046692307013,44.8891978402985
588,-96.3948720037816,40.6542229651685
589,-93.0964601408555,41.5914814738607
590,-89.6927335499158,42.4255736420171
591,-86.1445569064626,43.1334602429176
592,-82.4962552442126,43.7827146670404
593,-78.7499999978607,44.4260057265326
594,-75.0037447526642,43.7827146678839
595,-71.3554430901979,43.1334602440522
616,-94.233372640393,39.0182853806001
617,-90.9604566621439,39.9013629432319
618,-87.5982717795414,40.6811083428193
619,-84.1263735168693,41.3602908290039
620,-80.5643406598932,42.005208471077
621,-76.9356593369912,42.0052084718332
622,-73.3736264798146,41.3602908300926
643,-95.3976733436286,36.4268842608353
644,-92.207396992102,37.3548453039452
645,-88.9526017248609,38.185511830815
646,-85.6252957885435,38.9133345719446
647,-82.228512671223,39.5762282432288
648,-78.7499999977146,40.2321033043929
649,-75.2714873254758,39.5762282442583
670,-95.897096696949,33.7399798995774
671,-93.5109780682875,34.7976454426077
672,-90.3080436912314,35.6719141750947
673,-87.063122007697,36.4507394369357
674,-83.7632953205549,37.1280761088605
675,-80.4397747302607,37.7871442771923
676,-77.0602252664455,37.7871442781489
697,-95.7901324917768,30.9913586876175
698,-93.3818340772391,32.0340911824117
699,-90.9594552546653,33.029858791546
700,-88.5266266115693,33.9767837954417
701,-85.2827793334292,34.7032286262426
702,-82.0025583843541,35.3305934931474
703,-78.7499999975762,35.9983013483697
724,-95.7800983853013,28.2761084037576
725,-93.3836783914949,29.3077008516579
726,-90.9649369752788,30.2927735161571
727,-88.526521824027,31.2291379893515
728,-86.0714198147486,32.1149185245739
729,-83.602940352691,32.9485708535521
730,-80.3341725407142,33.5256333627144
732,-77.1658274649638,33.525633363689
733,-75.4974416214384,35.330593494296
734,-73.7367046853622,37.1280761101847
736,-69.9017282266508,40.6811083445034
738,-65.5800519324866,44.1402918706975
739,-63.2081616286461,45.8181578991492
740,-60.6792006261634,47.4513518013259
741,-57.9805998350873,49.0312995166959
767,-59.7061518599417,44.8639434372091
768,-57.1240843215014,46.4292702650473
769,-54.3732275132936,47.9348288664946
785,-78.7500000011346,27.2007651562252
796,-53.7204880508816,45.3061668919185
812,-78.7500000010397,24.9099698401068
813,-75.9824662882674,25.9818316434676
840,-76.0597939204955,23.7135399374957
841,-73.2525557746035,24.7110118118529
3642,178.55824572916,50.6768705185731
3643,-179.825281297037,52.7418820998092
3670,-88.6263799899451,28.5178367160797
3671,-86.1845739007416,29.3975296822099
3672,-83.7225895208554,30.2250517674346
3673,-81.2433241957889,30.9988050205401
3699,-83.9955006319551,27.4768479338842
3700,-81.6042186122948,28.2223412924355
3727,-81.5175337133201,25.9818316481935
3754,-81.4402060809321,23.7135399422444
6583,178.037273103922,44.327750675736
6584,179.51640076295,46.4466190787035
6585,-178.895671843091,48.53188026377
6609,178.847599347582,40.1198005389973
6610,-179.724792813191,42.2381061936876
6611,-178.201385830947,44.3199060777742
6635,179.530580829929,35.9056848180923
6636,-179.094475573483,38.0321722349935
6660,178.884830272114,29.4961437203353
6661,-179.874413033454,31.6733574080021
6662,-178.555887881127,33.8171496389688
6686,179.50223054754,25.208610065791
6687,-179.326709225592,27.4078945052879
6713,-178.765982403811,23.0954930933255
